date,product_id,brand,product,volume,type,current_price,original_price,discount,sold_quantity,sold_out,url,market_id
28-02-2024,BP_157829,加州佳樂事,加州佳樂事 紅酒,1.5L,紅酒,$69.00,$69.00,,[],0,https://www.pns.hk/zh-hk/%E7%B4%85%E9%85%92/p/BP_157829,parknshop
28-02-2024,BP_137257,必富達,必富達 氈酒,1L,烈酒,$228.00,$249.00,,[],0,https://www.pns.hk/zh-hk/%E6%B0%88%E9%85%92/p/BP_137257,parknshop
28-02-2024,BP_122353,哥頓,哥頓 氈酒,75CL,烈酒,$188.00,$209.00,,[],0,https://www.pns.hk/zh-hk/%E6%B0%88%E9%85%92/p/BP_122353,parknshop
28-02-2024,BP_122295,養命,養命 養命酒,1L,日本酒,$238.00,$238.00,,[],0,https://www.pns.hk/zh-hk/%E9%A4%8A%E5%91%BD%E9%85%92/p/BP_122295,parknshop
28-02-2024,BP_108307,加州佳樂事,加州佳樂事 紅酒,3L,紅酒,$108.00,$119.00,,['已售 400+'],0,https://www.pns.hk/zh-hk/%E7%B4%85%E9%85%92/p/BP_108307,parknshop
28-02-2024,BP_397525,森堡,森堡 啤酒,500MLX4,啤酒,$30.90,$30.90,送贈品,[],0,https://www.pns.hk/zh-hk/%E5%95%A4%E9%85%92/p/BP_397525,parknshop
28-02-2024,BP_358303,金崙堡,金崙堡 氈酒,70CL,烈酒,$128.00,$128.00,,[],0,https://www.pns.hk/zh-hk/%E6%B0%88%E9%85%92/p/BP_358303,parknshop
28-02-2024,BP_464081,舞鶴,舞鶴 好天好飲酒—桃味燒酒,360ML,韓國酒,$19.90,$19.90,$34 / 2件,[],0,https://www.pns.hk/zh-hk/%E5%A5%BD%E5%A4%A9%E5%A5%BD%E9%A3%B2%E9%85%92%E2%80%94%E6%A1%83%E5%91%B3%E7%87%92%E9%85%92/p/BP_464081,parknshop
28-02-2024,BP_406416,舞鶴,舞鶴 好天好飲酒—蘋果味燒酒,360ML,韓國酒,$19.90,$19.90,$34 / 2件,[],0,https://www.pns.hk/zh-hk/%E5%A5%BD%E5%A4%A9%E5%A5%BD%E9%A3%B2%E9%85%92%E2%80%94%E8%98%8B%E6%9E%9C%E5%91%B3%E7%87%92%E9%85%92/p/BP_406416,parknshop
28-02-2024,BP_472727,舞鶴,舞鶴 好天好飲酒—菠蘿味燒酒,360ML,韓國酒,$19.90,$19.90,$34 / 2件,[],0,https://www.pns.hk/zh-hk/%E5%A5%BD%E5%A4%A9%E5%A5%BD%E9%A3%B2%E9%85%92%E2%80%94%E8%8F%A0%E8%98%BF%E5%91%B3%E7%87%92%E9%85%92/p/BP_472727,parknshop
28-02-2024,BP_450120,CH FERRANDE,CH FERRANDE 斐蘭德酒莊 紅酒,75CL,紅酒,$199.00,$199.00,,[],0,https://www.pns.hk/zh-hk/%E6%96%90%E8%98%AD%E5%BE%B7%E9%85%92%E8%8E%8A%20%20%E7%B4%85%E9%85%92/p/BP_450120,parknshop
28-02-2024,BP_325236,巴比斯,巴比斯 釀酒師精選蘇維翁白酒,75CL,白酒,$139.00,$139.00,,[],0,https://www.pns.hk/zh-hk/%E9%87%80%E9%85%92%E5%B8%AB%E7%B2%BE%E9%81%B8%E8%98%87%E7%B6%AD%E7%BF%81%E7%99%BD%E9%85%92/p/BP_325236,parknshop
28-02-2024,BP_107888,HITE,HITE ＴＥＲＲＡ啤酒,500MLX6,啤酒,$45.00,$45.00,送贈品,[],0,https://www.pns.hk/zh-hk/%EF%BC%B4%EF%BC%A5%EF%BC%B2%EF%BC%B2%EF%BC%A1%E5%95%A4%E9%85%92/p/BP_107888,parknshop
28-02-2024,BP_409828,THE STAG,THE STAG 莎當妮白酒,75CL,白酒,$64.00,$149.00,,[],0,https://www.pns.hk/zh-hk/%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92/p/BP_409828,parknshop
28-02-2024,BP_409794,CAPE MENTELLE,CAPE MENTELLE 西拉紅酒,75CL,紅酒,$188.00,$295.00,,[],0,https://www.pns.hk/zh-hk/%E8%A5%BF%E6%8B%89%E7%B4%85%E9%85%92/p/BP_409794,parknshop
28-02-2024,BP_404081,朝日,朝日 ＲＩＣＨ啤酒,350ML,啤酒,$14.90,$14.90,送贈品,['已售 100+'],0,https://www.pns.hk/zh-hk/%EF%BC%B2%EF%BC%A9%EF%BC%A3%EF%BC%A8%E5%95%A4%E9%85%92/p/BP_404081,parknshop
28-02-2024,BP_431677,梅乃宿,梅乃宿 梅酒,720ML,日本酒,$125.00,$149.00,,[],0,https://www.pns.hk/zh-hk/%E6%A2%85%E9%85%92/p/BP_431677,parknshop
28-02-2024,BP_415590,必富達,必富達 草莓氈酒,70CL,烈酒,$208.00,$208.00,,[],0,https://www.pns.hk/zh-hk/%E8%8D%89%E8%8E%93%E6%B0%88%E9%85%92/p/BP_415590,parknshop
28-02-2024,BP_415609,BITTER TRUTH,BITTER TRUTH 粉紅氈酒,700ML,烈酒,$588.00,$588.00,,[],0,https://www.pns.hk/zh-hk/%E7%B2%89%E7%B4%85%E6%B0%88%E9%85%92/p/BP_415609,parknshop
28-02-2024,BP_475404,札幌,札幌 小麥啤酒,350ML,啤酒,$12.90,$12.90,送贈品,[],0,https://www.pns.hk/zh-hk/%E5%B0%8F%E9%BA%A5%E5%95%A4%E9%85%92/p/BP_475404,parknshop
28-02-2024,BP_413151,THE SHY PIG,THE SHY PIG 西拉紅酒,75CL,紅酒,$79.00,$79.00,$88 / 2件,['已售 100+'],0,https://www.pns.hk/zh-hk/%E8%A5%BF%E6%8B%89%E7%B4%85%E9%85%92/p/BP_413151,parknshop
28-02-2024,BP_369046,勝獅,勝獅 罐裝啤酒,6X330ML,啤酒,$41.90,$41.90,送贈品,[],0,https://www.pns.hk/zh-hk/%E7%BD%90%E8%A3%9D%E5%95%A4%E9%85%92/p/BP_369046,parknshop
28-02-2024,BP_492292,順昌源,順昌源 老媽甜酒,800ML,中國酒,$62.90,$62.90,,[],0,https://www.pns.hk/zh-hk/%E8%80%81%E5%AA%BD%E7%94%9C%E9%85%92/p/BP_492292,parknshop
28-02-2024,BP_119700,MAISON CASTEL,MAISON CASTEL 蘇維翁白酒,75CL,白酒,$79.00,$79.00,$88 / 2件,[],0,https://www.pns.hk/zh-hk/%E8%98%87%E7%B6%AD%E7%BF%81%E7%99%BD%E9%85%92/p/BP_119700,parknshop
28-02-2024,BP_115458,五糧液,五糧液 酒５２度,500ML,中國酒,"$2,080.00","$2,180.00",,[],0,https://www.pns.hk/zh-hk/%E9%85%92%EF%BC%95%EF%BC%92%E5%BA%A6/p/BP_115458,parknshop
28-02-2024,BP_120414,澳洲黃尾袋鼠,澳洲黃尾袋鼠 西拉紅酒,75CL,紅酒,$59.00,$59.00,$118 / 3件,['已售 500+'],0,https://www.pns.hk/zh-hk/%E8%A5%BF%E6%8B%89%E7%B4%85%E9%85%92/p/BP_120414,parknshop
28-02-2024,BP_450191,雲霧之灣,雲霧之灣 莎當妮白酒,75CL,白酒,$299.00,$299.00,,[],0,https://www.pns.hk/zh-hk/%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92/p/BP_450191,parknshop
28-02-2024,BP_473399,三得利,三得利 香桃酒,350ML,日本酒,$11.90,$11.90,送贈品,['已售 200+'],0,https://www.pns.hk/zh-hk/%E9%A6%99%E6%A1%83%E9%85%92/p/BP_473399,parknshop
28-02-2024,BP_368356,智利康樂斯,智利康樂斯 莎當妮白酒,75CL,白酒,$79.00,$79.00,$88 / 2件,[],0,https://www.pns.hk/zh-hk/%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92/p/BP_368356,parknshop
28-02-2024,BP_450030,APOTHIC,APOTHIC ＣＲＵＳＨ紅酒,75CL,紅酒,$99.00,$99.00,,['已售 100+'],0,https://www.pns.hk/zh-hk/%EF%BC%A3%EF%BC%B2%EF%BC%B5%EF%BC%B3%EF%BC%A8%E7%B4%85%E9%85%92/p/BP_450030,parknshop
28-02-2024,BP_153416,TAMANO-HIKARI,TAMANO-HIKARI 清酒（大）,1800ML,日本酒,$328.00,$498.00,,[],0,https://www.pns.hk/zh-hk/%E6%B8%85%E9%85%92%EF%BC%88%E5%A4%A7%EF%BC%89/p/BP_153416,parknshop
28-02-2024,BP_333041,熊野,熊野 梅酒,720ML,日本酒,$173.50,$173.50,,[],0,https://www.pns.hk/zh-hk/%E6%A2%85%E9%85%92/p/BP_333041,parknshop
28-02-2024,BP_413601,WOLMAE,WOLMAE 米酒,750ML,韓國酒,$22.90,$22.90,,[],0,https://www.pns.hk/zh-hk/%E7%B1%B3%E9%85%92/p/BP_413601,parknshop
28-02-2024,BP_153418,TAMANO-HIKARI,TAMANO-HIKARI 清酒（細）,300ML,日本酒,$80.00,$98.00,,[],0,https://www.pns.hk/zh-hk/%E6%B8%85%E9%85%92%EF%BC%88%E7%B4%B0%EF%BC%89/p/BP_153418,parknshop
28-02-2024,BP_153414,日本盛,日本盛 清酒（細）,300ML,日本酒,$49.00,$68.00,,[],0,https://www.pns.hk/zh-hk/%E6%B8%85%E9%85%92%EF%BC%88%E7%B4%B0%EF%BC%89/p/BP_153414,parknshop
28-02-2024,BP_191695,智利蒙加斯,智利蒙加斯 精選紅酒,75CL,紅酒,$100.00,$100.00,,[],0,https://www.pns.hk/zh-hk/%E7%B2%BE%E9%81%B8%E7%B4%85%E9%85%92/p/BP_191695,parknshop
28-02-2024,BP_191267,JJ馬克威廉,JJ馬克威廉 莎當妮白酒,75CL,白酒,$79.00,$79.00,$118 / 2件,[],0,https://www.pns.hk/zh-hk/%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92/p/BP_191267,parknshop
28-02-2024,BP_191150,加州赤足,加州赤足 蘇維翁白酒,75CL,白酒,$59.00,$59.00,,[],0,https://www.pns.hk/zh-hk/%E8%98%87%E7%B6%AD%E7%BF%81%E7%99%BD%E9%85%92/p/BP_191150,parknshop
28-02-2024,BP_188148,澳洲傑卡斯,澳洲傑卡斯 莎當妮白酒,75CL,白酒,$110.00,$110.00,$120 / 2件,[],0,https://www.pns.hk/zh-hk/%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92/p/BP_188148,parknshop
28-02-2024,BP_182957,澳洲奔樂克,澳洲奔樂克 莎當妮白酒,75CL,白酒,$79.00,$79.00,,[],0,https://www.pns.hk/zh-hk/%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92/p/BP_182957,parknshop
28-02-2024,BP_139237,LEFFE,LEFFE 金黃啤酒,330ML,啤酒,$20.90,$20.90,送贈品,[],0,https://www.pns.hk/zh-hk/%E9%87%91%E9%BB%83%E5%95%A4%E9%85%92/p/BP_139237,parknshop
28-02-2024,BP_123937,青島,青島 青島啤酒,640ML,啤酒,$18.00,$18.00,$31 / 2件,[],0,https://www.pns.hk/zh-hk/%E9%9D%92%E5%B3%B6%E5%95%A4%E9%85%92/p/BP_123937,parknshop
28-02-2024,BP_123778,巴比斯,巴比斯 蘇維翁白酒,75CL,白酒,$99.00,$129.00,,['已售 200+'],0,https://www.pns.hk/zh-hk/%E8%98%87%E7%B6%AD%E7%BF%81%E7%99%BD%E9%85%92/p/BP_123778,parknshop
28-02-2024,BP_120530,紐西蘭聖克萊,紐西蘭聖克萊 莎當妮白酒,75CL,白酒,$149.00,$149.00,,[],0,https://www.pns.hk/zh-hk/%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92/p/BP_120530,parknshop
28-02-2024,BP_389881,RAWSON'S RETREAT,RAWSON'S RETREAT 莎當妮白酒,75CL,白酒,$89.00,$89.00,$98 / 2件,['已售 200+'],0,https://www.pns.hk/zh-hk/%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92/p/BP_389881,parknshop
28-02-2024,BP_374169,夏迪,夏迪 莎當妮白酒,3L,白酒,$99.00,$99.00,,['已售 100+'],0,https://www.pns.hk/zh-hk/%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92/p/BP_374169,parknshop
28-02-2024,BP_371500,加州赤足,加州赤足 黑比諾紅酒,75CL,紅酒,$59.00,$59.00,,[],0,https://www.pns.hk/zh-hk/%E9%BB%91%E6%AF%94%E8%AB%BE%E7%B4%85%E9%85%92/p/BP_371500,parknshop
28-02-2024,BP_368361,紐西蘭明聖酒莊,紐西蘭明聖酒莊 蘇維翁白酒,75CL,白酒,$139.00,$139.00,,[],0,https://www.pns.hk/zh-hk/%E8%98%87%E7%B6%AD%E7%BF%81%E7%99%BD%E9%85%92/p/BP_368361,parknshop
28-02-2024,BP_354388,APOTHIC,APOTHIC 紅酒（ 原裝）,75CL,紅酒,$99.00,$99.00,$178 / 2件,['已售 400+'],0,https://www.pns.hk/zh-hk/%E7%B4%85%E9%85%92%EF%BC%88%20%E5%8E%9F%E8%A3%9D%EF%BC%89/p/BP_354388,parknshop
28-02-2024,BP_354372,CASTILLO ALBAI,CASTILLO ALBAI 丹魄紅酒,75CL,紅酒,$79.00,$79.00,$118 / 2件,[],0,https://www.pns.hk/zh-hk/%E4%B8%B9%E9%AD%84%E7%B4%85%E9%85%92/p/BP_354372,parknshop
28-02-2024,BP_303215,南非尼德堡,南非尼德堡 皮諾塔紅酒,75CL,紅酒,$89.00,$89.00,$108 / 2件,['已售 100+'],0,https://www.pns.hk/zh-hk/%E7%9A%AE%E8%AB%BE%E5%A1%94%E7%B4%85%E9%85%92/p/BP_303215,parknshop
28-02-2024,BP_130865,JUSTBE,JUSTBE ＢＥＳＥＣＣＯ 氣泡酒１０◦５％酒精,200ML,汽酒,$22.90,$38.00,,[],0,https://www.pns.hk/zh-hk/%EF%BC%A2%EF%BC%A5%EF%BC%B3%EF%BC%A5%EF%BC%A3%EF%BC%A3%EF%BC%AF%20%E6%B0%A3%E6%B3%A1%E9%85%92%EF%BC%91%EF%BC%90%E2%97%A6%EF%BC%95%EF%BC%85%E9%85%92%E7%B2%BE/p/BP_130865,parknshop
28-02-2024,BP_498037,智利華詩歌,智利華詩歌 特级珍藏紅酒禮盒裝連酒杯,750MLX2,紅酒,$288.00,$288.00,,[],0,https://www.pns.hk/zh-hk/%E7%89%B9%E7%BA%A7%E7%8F%8D%E8%97%8F%E7%B4%85%E9%85%92%E7%A6%AE%E7%9B%92%E8%A3%9D%E9%80%A3%E9%85%92%E6%9D%AF/p/BP_498037,parknshop
28-02-2024,BP_448533,舞鶴,舞鶴 好天好飲酒－柚子味燒酒,360ML,韓國酒,$19.90,$19.90,$34 / 2件,[],0,https://www.pns.hk/zh-hk/%E5%A5%BD%E5%A4%A9%E5%A5%BD%E9%A3%B2%E9%85%92%EF%BC%8D%E6%9F%9A%E5%AD%90%E5%91%B3%E7%87%92%E9%85%92/p/BP_448533,parknshop
28-02-2024,BP_409816,OYSTER BAY,OYSTER BAY 白皮諾白酒,75CL,白酒,$109.00,$129.00,$238 / 3件,[],0,https://www.pns.hk/zh-hk/%E7%99%BD%E7%9A%AE%E8%AB%BE%E7%99%BD%E9%85%92/p/BP_409816,parknshop
28-02-2024,BP_409807,愛情故事,愛情故事 ＬＯＶＥ　ＳＴＯＲＹ玫瑰酒,75CL,玫瑰酒,$178.00,$178.00,,[],0,https://www.pns.hk/zh-hk/%EF%BC%AC%EF%BC%AF%EF%BC%B6%EF%BC%A5%E3%80%80%EF%BC%B3%EF%BC%B4%EF%BC%AF%EF%BC%B2%EF%BC%B9%E7%8E%AB%E7%91%B0%E9%85%92/p/BP_409807,parknshop
28-02-2024,BP_138337,三得利,三得利 香濃愛爾啤酒,350MLX6,啤酒,$79.90,$79.90,送贈品,[],0,https://www.pns.hk/zh-hk/%E9%A6%99%E6%BF%83%E6%84%9B%E7%88%BE%E5%95%A4%E9%85%92/p/BP_138337,parknshop
28-02-2024,BP_130329,MCGUIGAN,MCGUIGAN 黑標莎當妮白酒,750ML,白酒,$89.00,$89.00,$150 / 2件,[],0,https://www.pns.hk/zh-hk/%E9%BB%91%E6%A8%99%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92/p/BP_130329,parknshop
28-02-2024,BP_137654,朝日,朝日 ＤＲＹ　ＣＲＹＳＴＡＬ啤酒,500ML,啤酒,$16.90,$16.90,$29.9 / 2件,['已售 100+'],0,https://www.pns.hk/zh-hk/%EF%BC%A4%EF%BC%B2%EF%BC%B9%E3%80%80%EF%BC%A3%EF%BC%B2%EF%BC%B9%EF%BC%B3%EF%BC%B4%EF%BC%A1%EF%BC%AC%E5%95%A4%E9%85%92/p/BP_137654,parknshop
28-02-2024,BP_135216,THREE OAKS,THREE OAKS 蘋果酒,375ML,果酒,$25.00,$29.00,$63 / 3件,[],0,https://www.pns.hk/zh-hk/%E8%98%8B%E6%9E%9C%E9%85%92/p/BP_135216,parknshop
28-02-2024,BP_129293,SANTA HELENA,SANTA HELENA 珍藏莎當妮白酒,750ML,白酒,$129.00,$129.00,,[],0,https://www.pns.hk/zh-hk/%E7%8F%8D%E8%97%8F%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92/p/BP_129293,parknshop
28-02-2024,BP_129292,DOM D'AUSSIERES,DOM D'AUSSIERES 奥堂红酒,750ML,紅酒,$198.00,$198.00,,[],0,https://www.pns.hk/zh-hk/%E5%A5%A5%E5%A0%82%E7%BA%A2%E9%85%92/p/BP_129292,parknshop
28-02-2024,BP_119960,BRANCOTT EST,BRANCOTT EST 馬爾堡蘇維翁白酒,75CL,白酒,$158.00,$158.00,$188 / 2件,[],0,https://www.pns.hk/zh-hk/%E9%A6%AC%E7%88%BE%E5%A0%A1%E8%98%87%E7%B6%AD%E7%BF%81%E7%99%BD%E9%85%92/p/BP_119960,parknshop
28-02-2024,BP_111560,台灣啤酒,台灣啤酒 金牌台灣啤酒,500ML,啤酒,$11.90,$15.90,$18 / 2件,[],0,https://www.pns.hk/zh-hk/%E9%87%91%E7%89%8C%E5%8F%B0%E7%81%A3%E5%95%A4%E9%85%92/p/BP_111560,parknshop
28-02-2024,BP_338039,梅乃宿,梅乃宿 細果粒桃酒,720ML,日本酒,$188.00,$219.00,,[],0,https://www.pns.hk/zh-hk/%E7%B4%B0%E6%9E%9C%E7%B2%92%E6%A1%83%E9%85%92/p/BP_338039,parknshop
28-02-2024,BP_409719,KENDALL JACKSON,KENDALL JACKSON 仙粉黛紅酒,75CL,紅酒,$178.00,$178.00,,[],0,https://www.pns.hk/zh-hk/%E4%BB%99%E7%B2%89%E9%BB%9B%E7%B4%85%E9%85%92/p/BP_409719,parknshop
28-02-2024,BP_409752,GERARD BERTRAND,GERARD BERTRAND 法國南部紅酒,75CL,紅酒,$109.00,$109.00,,[],0,https://www.pns.hk/zh-hk/%E6%B3%95%E5%9C%8B%E5%8D%97%E9%83%A8%E7%B4%85%E9%85%92/p/BP_409752,parknshop
28-02-2024,BP_426127,蝶矢,蝶矢 柚子酒,750ML,日本酒,$168.00,$168.00,,[],0,https://www.pns.hk/zh-hk/%E6%9F%9A%E5%AD%90%E9%85%92/p/BP_426127,parknshop
28-02-2024,BP_477849,雲霧之灣,雲霧之灣 莎當妮白酒（原箱）,75CLX6,白酒,"$1,780.00","$1,780.00",,[],0,https://www.pns.hk/zh-hk/%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92%EF%BC%88%E5%8E%9F%E7%AE%B1%EF%BC%89/p/BP_477849,parknshop
28-02-2024,BP_409742,智利蒙加斯,智利蒙加斯 精選蘇維翁白酒,75CL,白酒,$79.00,$100.00,,['已售 100+'],0,https://www.pns.hk/zh-hk/%E7%B2%BE%E9%81%B8%E8%98%87%E7%B6%AD%E7%BF%81%E7%99%BD%E9%85%92/p/BP_409742,parknshop
28-02-2024,BP_409740,智利蒙加斯,智利蒙加斯 精選莎當妮白酒,75CL,白酒,$79.00,$100.00,,[],0,https://www.pns.hk/zh-hk/%E7%B2%BE%E9%81%B8%E8%8E%8E%E7%95%B6%E5%A6%AE%E7%99%BD%E9%85%92/p/BP_409740,parknshop
28-02-2024,BP_333035,梅乃宿,梅乃宿 柚子酒,720ML,日本酒,$170.00,$238.00,,[],0,https://www.pns.hk/zh-hk/%E6%9F%9A%E5%AD%90%E9%85%92/p/BP_333035,parknshop
28-02-2024,BP_415617,添加利,添加利 １０號金酒,75CL,烈酒,$495.00,$495.00,,[],0,https://www.pns.hk/zh-hk/%EF%BC%91%EF%BC%90%E8%99%9F%E9%87%91%E9%85%92/p/BP_415617,parknshop
28-02-2024,BP_473338,杜威,杜威 艾爾啤酒,330ML,啤酒,$29.90,$29.90,送贈品,['已售 100+'],0,https://www.pns.hk/zh-hk/%E8%89%BE%E7%88%BE%E5%95%A4%E9%85%92/p/BP_473338,parknshop
28-02-2024,BP_413153,THE SHY PIG,THE SHY PIG 長相思白酒,75CL,白酒,$79.00,$79.00,$88 / 2件,['已售 100+'],0,https://www.pns.hk/zh-hk/%E9%95%B7%E7%9B%B8%E6%80%9D%E7%99%BD%E9%85%92/p/BP_413153,parknshop
28-02-2024,BP_485939,萬歲樂,萬歲樂 加賀梅酒,720ML,日本酒,$245.00,$245.00,,[],0,https://www.pns.hk/zh-hk/%E5%8A%A0%E8%B3%80%E6%A2%85%E9%85%92/p/BP_485939,parknshop
28-02-2024,BP_405387,K1664,K1664 白啤酒（ 原裝）,330MLX4X6,啤酒,$353.00,$353.00,送贈品,[],0,https://www.pns.hk/zh-hk/%E7%99%BD%E5%95%A4%E9%85%92%EF%BC%88%20%E5%8E%9F%E8%A3%9D%EF%BC%89/p/BP_405387,parknshop
28-02-2024,BP_492248,貴州,貴州 茅台王子酒５３％,500ML,中國酒,$599.00,$630.00,,[],0,https://www.pns.hk/zh-hk/%E8%8C%85%E5%8F%B0%E7%8E%8B%E5%AD%90%E9%85%92%EF%BC%95%EF%BC%93%EF%BC%85/p/BP_492248,parknshop
28-02-2024,BP_486114,白鶴,白鶴 上撰清酒,1.8L,日本酒,$128.00,$188.00,,[],0,https://www.pns.hk/zh-hk/%E4%B8%8A%E6%92%B0%E6%B8%85%E9%85%92/p/BP_486114,parknshop
28-02-2024,BP_391031,摩根船長,摩根船長 黑朗姆酒,700ML,烈酒,$262.00,$262.00,,[],0,https://www.pns.hk/zh-hk/%E9%BB%91%E6%9C%97%E5%A7%86%E9%85%92/p/BP_391031,parknshop
28-02-2024,BP_119037,DARK HORSE,DARK HORSE 雙享紅酒,75CL,紅酒,$79.00,$79.00,$158 / 3件,['已售 100+'],0,https://www.pns.hk/zh-hk/%E9%9B%99%E4%BA%AB%E7%B4%85%E9%85%92/p/BP_119037,parknshop
